id,naslov,avtor_id,avtor,leto,ocena,st_ocen,st_kritik 
12658,Hawaii,7995,James A. Michener,1959,4.19,65746,1448
5472,Animal Farm / 1984,3706,George Orwell,1950,4.28,140661,1589
8737,The Last Temptation of Christ,5668,Nikos Kazantzakis,1952,4.15,10628,675
31122,I Capture the Castle,6208,Dodie Smith,1948,4.0,72632,7313
4865,How to Win Friends and Influence People,3317,Dale Carnegie,1936,4.17,400767,10014
50181,"F. Scott Fitzgerald: The Great Gatsby: Essays, Articles, Reviews",17592,Nicolas Tredell,1997,3.8,2984,66
47281,Number the Stars,2493,Lois Lowry,1989,4.13,376128,11589
38169,"Alas, Babylon",21475,Pat Frank,1959,4.07,34617,2853
4631,A Moveable Feast,1455,Ernest Hemingway,1964,4.04,100140,7019
9592,Mother Night,2778055,Kurt Vonnegut,1961,4.21,65592,2581
5246,Ethan Frome,16,Edith Wharton,1911,3.38,95692,4659
6259,Birdsong,4229,Sebastian Faulks,1993,4.08,60525,2812
4982,The Sirens of Titan,2778055,Kurt Vonnegut,1959,4.16,95689,3813
310146,The True Confessions of Charlotte Doyle,10105,Avi,1990,3.82,74102,3003
3388,Corelli's Mandolin,18343452,Louis de-Bernières,1994,3.96,69250,2439
76889,100 Selected Poems,10547,E.E. Cummings,1954,4.31,24645,434
7629,The Good Soldier Švejk,1774448,Jaroslav Hašek,1921,4.11,12590,746
41637836,"The Subtle Knife (His Dark Materials, #2)",3618,Philip Pullman,1997,4.12,300915,7210
8682,Jitterbug Perfume,197,Tom Robbins,1984,4.24,59485,3312
13872,Geek Love,8622,Katherine Dunn,1989,3.98,48414,5342
862041,"Harry Potter Series Box Set (Harry Potter, #1-7)",1077326,J.K. Rowling,2007,4.74,222730,6869
12967,Winter's Tale,8146,Mark Helprin,1983,3.5,24656,3996
98573,Harold and the Purple Crayon,56700,Crockett Johnson,1955,4.25,114967,1797
18122,"The Amber Spyglass (His Dark Materials, #3)",3618,Philip Pullman,2000,4.08,242361,7716
61666,Contact,10538,Carl Sagan,1985,4.12,106506,2477
13651,The Dispossessed,874602,Ursula K. Le Guin,1974,4.2,66713,3959
334176,"The Sparrow (The Sparrow, #1)",4007,Mary Doria Russell,1996,4.17,50123,6172
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,13360,William L. Shirer,1960,4.16,80987,2344
5517,A Raisin in the Sun,3732,Lorraine Hansberry,1959,3.74,56428,2437
24337,Ella Enchanted (Ella Enchanted #1),13677,Gail Carson Levine,1997,3.97,363805,9214
60792,The Accidental Tourist,457,Anne Tyler,1985,3.91,88234,1950
21484,"The Winds of War (The Henry Family, #1)",9020,Herman Wouk,1971,4.37,47030,1331
107301,A Town Like Alice,21477,Nevil Shute,1950,4.13,44178,3030
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",3034502,Douglas R. Hofstadter,1979,4.29,36981,1573
11013,Finnegans Wake,5144,James Joyce,1939,3.67,10787,808
243705,The Collector,10039,John Fowles,1963,3.99,43258,2801
431,The New York Trilogy,296961,Paul Auster,1987,3.92,49013,2794
46654,"The Foundation Trilogy (Foundation, #1-3)",16667,Isaac Asimov,1953,4.4,81036,1244
393199,Down and Out in Paris and London,3706,George Orwell,1933,4.1,47557,3210
96123,All the President's Men,15445,Carl Bernstein,1974,4.18,39948,1287
33124137,Pet Sematary,3389,Stephen King,1983,3.94,324500,7207
6174,Survival in Auschwitz,4187,Primo Levi,1947,4.29,36923,1445
2247142,"The Talented Mr. Ripley (Ripley, #1)",7622,Patricia Highsmith,1955,3.93,43635,2526
77163,"Stones from the River (Burgdorf Cycle, #1)",3536,Ursula Hegi,1994,4.08,86806,1917
17214,Starship Troopers,205,Robert A. Heinlein,1959,4.0,163875,4627
172732,The Motorcycle Diaries: Notes on a Latin American Journey,76172,Ernesto Che Guevara,1992,3.79,26030,1476
368916,"84, Charing Cross Road",58918,Helene Hanff,1970,4.19,33892,4946
284996,The Complete Stories,22694,Flannery O&#39;Connor,1955,4.44,31524,1358
17267,The Great Divorce,1069006,C.S. Lewis,1945,4.28,88406,4386
3690,The Power and the Glory,2533,Graham Greene,1940,3.99,26014,1781
7967,"Speaker for the Dead (Ender's Saga, #2)",589,Orson Scott Card,1986,4.05,197583,7080
348573,"The Borrowers (The Borrowers, #1)",9720,Mary Norton,1952,4.03,82410,1618
106096,Death on the Installment Plan,7869,Louis-Ferdinand Céline,1936,4.22,6030,342
16793,Stardust,1221698,Neil Gaiman,1998,4.08,302522,15426
53064,Death in Venice and Other Tales,19405,Thomas Mann,1911,3.88,17825,641
293918,Song of Myself,1438,Walt Whitman,1856,4.17,10633,299
24830,The Illustrated Man,1630,Ray Bradbury,1951,4.14,65429,3102
68783,"Girl, Interrupted",4376,Susanna Kaysen,1993,3.9,162730,4002
135836,Trainspotting,5687,Irvine Welsh,1993,4.09,121670,2310
42603,Black Like Me,16652,John Howard Griffin,1960,4.13,53868,2316
17343,Till We Have Faces,1069006,C.S. Lewis,1956,4.19,44318,3589
46164,Tender Is the Night,3190,F. Scott Fitzgerald,1934,3.83,97755,4125
3692,The Heart of the Matter,2533,Graham Greene,1948,3.99,22970,1140
5932,Twenty Love Poems and a Song of Despair,4026,Pablo Neruda,1924,4.31,41301,1798
40881621,The Book of Disquiet,7816,Fernando Pessoa,1982,4.48,16262,1505
216363,The Man in the High Castle,4764,Philip K. Dick,1962,3.64,132630,9296
30043,A River Runs Through It and Other Stories,16943,Norman Maclean,1976,4.17,19557,1245
65641,"The Silver Chair (Chronicles of Narnia, #4)",1069006,C.S. Lewis,1953,3.96,203302,4018
80890,Buddenbrooks: The Decline of a Family,19405,Thomas Mann,1901,4.14,17842,827
19534,The Brothers K,11700,David James Duncan,1992,4.39,12593,1677
11741,Housekeeping,7491,Marilynne Robinson,1980,3.82,34365,4535
285092,High Fidelity,2929,Nick Hornby,1995,3.94,159316,5158
82192,"The Crystal Cave (Arthurian Saga, #1)",15590,Mary  Stewart,1970,4.13,38900,1486
12657,The Source,7995,James A. Michener,1965,4.3,35688,1256
6882,Papillon,957910,Henri Charrière,1969,4.24,47232,1637
6853,"One for the Money (Stephanie Plum, #1)",2384,Janet Evanovich,1994,4.03,438514,13728
112537,"Rendezvous with Rama (Rama, #1)",7779,Arthur C. Clarke,1973,4.08,114153,3291
2054,"The Long Goodbye (Philip Marlowe, #6)",1377,Raymond Chandler,1953,4.22,27704,1740
4271,About a Boy,2929,Nick Hornby,1998,3.79,116789,2987
12172,Memoirs of Hadrian,7732,Marguerite Yourcenar,1951,4.25,14410,1122
412732,The Dharma Bums,1742,Jack Kerouac,1958,3.94,72490,2596
3008,A Little Princess,2041,Frances Hodgson Burnett,1905,4.19,246635,5900
11229,"The Sea, the Sea",7287,Iris Murdoch,1978,3.91,13796,953
80176,"Winesburg, Ohio",45645,Sherwood Anderson,1919,3.84,27103,2001
12083,Long Day's Journey Into Night,7680,Eugene O&#39;Neill,1956,4.07,32497,817
9791,A Walk in the Woods,7,Bill Bryson,1997,4.05,298634,15797
39058,"The Gormenghast Novels (Gormenghast, #1-3)",22018,Mervyn Peake,1959,3.99,7708,562
30672,Darkness at Noon,17219,Arthur Koestler,1940,4.07,21845,1178
612188,"Memories, Dreams, Reflections",38285,C.G. Jung,1961,4.2,20074,545
321552,The Agony and the Ecstasy,12833,Irving Stone,1958,4.07,71085,1746
103159,"The Forsyte Saga (The Forsyte Chronicles, #1-3)",7419,John Galsworthy,1921,4.16,17034,768
40611328,"Ishmael: An Adventure of the Mind and Spirit (Ishmael, #1)",10330,Daniel Quinn,1992,3.98,71449,4699
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,1538,Stephen R. Covey,1989,4.07,388067,7540
17573685,The Feminine Mystique,21798,Betty Friedan,1963,3.86,18368,1281
19494,The Spy Who Came In from the Cold,1411964,John le Carré,1963,4.07,56300,3432
228630,Black Boy,9657,Richard Wright,1945,4.04,43387,1649
53413,Hopscotch,25824,Julio Cortázar,1963,4.25,24030,1585
139253,The House on Mango Street,13234,Sandra Cisneros,1984,3.6,100439,8427
10222,The Far Pavilions,1040250,M.M. Kaye,1978,4.2,37128,1181
11734,"The Human Stain (The American Trilogy, #3)",463,Philip Roth,2000,3.86,29182,1888
15195,"The Complete Maus (Maus, #1-2)",5117,Art Spiegelman,1986,4.54,101392,5814
143534,The Gift of the Magi,8993,O. Henry,1905,4.08,74655,1494
40389231,Cold Sassy Tree,52627,Olive Ann Burns,1984,4.0,92432,3669
269589,The Cantos,30055,Ezra Pound,1970,3.92,4936,119
5364,"Dragonfly in Amber (Outlander, #2)",3617,Diana Gabaldon,1992,4.32,240148,13224
318742,The Souls of Black Folk,10710,W.E.B. Du Bois,1903,4.27,27709,1054
10037,No Exit and Three Other Plays,1466,Jean-Paul Sartre,1947,4.1,24240,641
11768,The Hotel New Hampshire,3075,John Irving,1981,3.9,53467,1508
92508,The Bridge of San Luis Rey,44061,Thornton Wilder,1927,3.8,26541,1749
7624,Lord of the Flies,306,William Golding,1954,3.66,1847549,30847
10374,Hard-Boiled Wonderland and the End of the World,3354,Haruki Murakami,1985,4.15,88611,5108
7996,"Redwall (Redwall, #1)",5329,Brian Jacques,1986,4.12,91446,3252
84981,Tuck Everlasting,1954,Natalie Babbitt,1975,3.86,198280,8057
27208,The Third Policeman,15248,Flann O&#39;Brien,1967,4.02,13957,1461
38787,Pedro Páramo,21778,Juan Rulfo,1955,4.05,31295,2175
368772,The Caine Mutiny,9020,Herman Wouk,1951,4.24,18326,831
7572,Even Cowgirls Get the Blues,197,Tom Robbins,1976,3.75,46375,1711
8073,Cloudy With a Chance of Meatballs,5336,Judi Barrett,1978,4.16,111006,1982
159178,"North and South (North and South, #1)",5768,John Jakes,1982,4.2,52544,771
1624,West with the Night,1054,Beryl Markham,1942,4.18,25275,2589
80410,Four Quartets,18540,T.S. Eliot,1943,4.37,12591,575
9646,Homage to Catalonia,3706,George Orwell,1938,4.14,31348,1923
25622780,Wide Sargasso Sea,25022,Jean Rhys,1966,3.57,51742,4192
92780,Cold Comfort Farm,53259,Stella Gibbons,1932,3.91,36522,2839
3140,The Bridge on the Drina,2147,Ivo Andrić,1945,4.32,12142,802
29127,"The Last Unicorn (The Last Unicorn, #1)",1067608,Peter S. Beagle,1968,4.18,86499,3849
17349,The Demon-Haunted World: Science as a Candle in the Dark,10538,Carl Sagan,1995,4.27,49048,2189
8282,"The Long Winter (Little House, #6)",5300,Laura Ingalls Wilder,1940,4.13,70308,1500
11990,The Rebel: An Essay on Man in Revolt,957894,Albert Camus,1951,4.13,10199,379
14817,A Scanner Darkly,4764,Philip K. Dick,1977,4.03,71727,2605
228296,"Rosemary's Baby (Rosemary's Baby, #1)",8050,Ira Levin,1967,3.98,94210,2763
10073506,"Tinker, Tailor, Soldier, Spy",1411964,John le Carré,1974,4.05,57049,3457
72003,Angels in America,35822,Tony Kushner,1993,4.31,13010,489
9858081,"The Code of the Woosters (Jeeves, #7)",7963,P.G. Wodehouse,1938,4.36,18984,1288
18452,The Painted Bird,11121,Jerzy Kosiński,1965,3.94,17789,1256
74406,"Fifth Business (The Deptford Trilogy, #1)",23129,Robertson Davies,1970,4.04,14858,912
123632,Man and His Symbols,38285,C.G. Jung,1964,4.18,16327,507
40425,"Tarzan of the Apes (Tarzan, #1)",10885,Edgar Rice Burroughs,1912,3.89,35712,2202
29718,The Confusions of Young Törless,16747,Robert Musil,1906,3.75,5806,323
297226,Autumn Sonata: Selected Poems,171515,Georg Trakl,1998,4.68,368,8
9593,Galápagos,2778055,Kurt Vonnegut,1985,3.87,59099,2428
10987,"Voyager (Outlander, #3)",3617,Diana Gabaldon,1993,4.39,215078,9588
76171,We,43298,Yevgeny Zamyatin,1921,3.94,55162,3482
381440,The Society of the Spectacle,15819,Guy Debord,1967,4.03,12217,394
63913,Trout Fishing in America,7970,Richard Brautigan,1967,3.81,10126,666
11230,The Bell,7287,Iris Murdoch,1958,3.88,5217,410
547094,I Am Legend and Other Stories,8726,Richard Matheson,1954,3.99,110000,4577
59219,"The Talisman (The Talisman, #1)",3389,Stephen King,1984,4.13,95665,2727
5809,V.,235,Thomas Pynchon,1963,3.96,17421,915
205476,Our Town,44061,Thornton Wilder,1938,3.65,39580,1443
12527,Pilgrim at Tinker Creek,5209,Annie Dillard,1974,4.11,18969,1856
61535,The Selfish Gene,1194,Richard Dawkins,1976,4.13,113973,2902
275,The Lover,163,Marguerite Duras,1984,3.75,29005,2021
179780,The Exorcist,104728,William Peter Blatty,1971,4.15,151094,3660
545951,Death Comes for the Archbishop,881203,Willa Cather,1927,3.89,25433,2176
395090,Ariel,4379,Sylvia Plath,1965,4.22,45432,1339
22034,The Godfather (Mario Puzo's Mafia),12605,Mario Puzo,1969,4.37,289464,6845
321538,Collected Poems,14002590,W.H. Auden,1945,4.27,5686,83
11761,Underworld,233,Don DeLillo,1997,3.92,24232,1729
606818,"Holy Blood, Holy Grail",40351,Henry Lincoln,1982,3.48,10865,716
64216,"Guards! Guards! (Discworld, #8; City Watch #1)",1654,Terry Pratchett,1989,4.33,135854,3191
9014,The Long Walk,5858,Richard Bachman,1979,4.11,90686,5062
12194,Lord Jim ,3345,Joseph Conrad,1900,3.62,24700,1122
3478,Message in a Bottle,2345,Nicholas Sparks,1998,3.95,203246,4025
41193,A Thousand Acres,1339,Jane Smiley,1991,3.8,52824,2480
9566,Still Life with Woodpecker,197,Tom Robbins,1980,4.04,64887,2647
8253,"Little Town on the Prairie  (Little House, #7)",5300,Laura Ingalls Wilder,1941,4.18,75372,998
38311414,House of Sand and Fog,9785,Andre Dubus III,1999,3.84,112571,3775
210834,Kim,6989,Rudyard Kipling,1901,3.72,29709,1541
10034,The Age of Reason,1466,Jean-Paul Sartre,1945,3.98,10537,426
13103,"The Celestine Prophecy (Celestine Prophecy, #1)",8203,James Redfield,1993,3.62,83595,3564
5349,The Rainmaker,721,John Grisham,1991,3.92,151114,1709
530965,The Day of the Triffids,36332,John Wyndham,1951,4.01,75038,2791
12468,The Executioner's Song,7927,Norman Mailer,1979,4.07,16549,1073
73968,"Love Story (Love Story, #1)",15516,Erich Segal,1970,3.61,48018,2468
357636,Civilization and Its Discontents,10017,Sigmund Freud,1930,3.76,26671,855
46165,This Side of Paradise,3190,F. Scott Fitzgerald,1920,3.68,52399,3100
99664,The Painted Veil,4176632,W. Somerset Maugham,1925,3.92,30844,3045
48757,The Tao of Pooh,27397,Benjamin Hoff,1982,4.02,86052,3551
55030,Cosmos,10538,Carl Sagan,1980,4.36,95956,2393
24983,"Doomsday Book (Oxford Time Travel, #1)",14032,Connie Willis,1992,4.03,41335,4356
272895,"The Black Stallion (The Black Stallion, #1)",16628,Walter Farley,1941,4.18,65279,1113
61975,"Dragonflight (Dragonriders of Pern, #1)",26,Anne McCaffrey,1968,4.1,112898,2799
18796,In Search of Lost Time  (À la recherche du temps perdu #1-7),233619,Marcel Proust,1927,4.34,8602,465
11573,The Dead Zone,3389,Stephen King,1979,3.91,150397,2895
22590,Ubik,4764,Philip K. Dick,1969,4.11,68012,3520
676737,Grendel,481146,John Gardner,1970,3.69,29182,1808
6194,Waiting for the Barbarians,4128,J.M. Coetzee,1980,3.94,21108,1473
50033,Dandelion Wine,1630,Ray Bradbury,1957,4.09,45561,3778
33290408,"God Bless You, Mr. Rosewater",2778055,Kurt Vonnegut,1965,3.95,49575,1611
80616,The Thin Man,16927,Dashiell Hammett,1934,3.96,23888,1734
32234,White Oleander,3540,Janet Fitch,1999,3.95,268107,6447
166997,Stoner,51229,John  Williams,1965,4.29,70802,8560
12448,"Look Homeward, Angel",7921,Thomas Wolfe,1929,3.94,11454,830
28921,The Remains of the Day,4280,Kazuo Ishiguro,1989,4.11,156962,10580
46231,The Portable Dorothy Parker,24956,Dorothy Parker,1944,4.34,10766,513
8146619,The Right Stuff,3083854,Tom Wolfe,1979,4.24,36886,1177
29209,The Color of Water: A Black Man's Tribute to His White Mother,11728,James McBride,1996,4.08,91379,4633
59924,The Lathe of Heaven,874602,Ursula K. Le Guin,1971,4.1,40794,2720
243598,The Sheltering Sky,7659,Paul Bowles,1949,3.92,21982,1530
72657,Pedagogy of the Oppressed,41108,Paulo Freire,1968,4.26,20065,1078
40409718,Post Office,13275,Charles Bukowski,1971,3.99,77373,3211
40496,How Green Was My Valley,22698,Richard Llewellyn,1939,4.16,13015,1188
28859,The Gospel According to Jesus Christ,1285555,José Saramago,1991,4.27,19565,1148
152380,"Mary Poppins (Mary Poppins, #1)",6872556,P.L. Travers,1934,4.04,96708,3900
43448,"Flowers in the Attic (Dollanganger, #1)",1353301,V.C. Andrews,1979,3.8,134839,6818
270032,Seven Years in Tibet,38329,Heinrich Harrer,1953,4.07,14886,790
816,Cryptonomicon,545,Neal Stephenson,1999,4.25,88733,4785
703292,The Witch of Blackbird Pond,7549,Elizabeth George Speare,1958,3.98,121475,5363
5197,A Lesson Before Dying,3533,Ernest J. Gaines,1993,3.94,45499,2839
23878,Chronicle of a Death Foretold,13450,Gabriel García Márquez,1981,3.96,95505,4762
72579,Alias Grace,3472,Margaret Atwood,1996,4.01,84522,4891
42933,"Tai-Pan (Asian Saga, #2)",6417,James Clavell,1966,4.26,39846,844
22232,"Stargirl (Stargirl, #1)",12696,Jerry Spinelli,2000,3.75,265113,12796
7442,The Electric Kool-Aid Acid Test,3083854,Tom Wolfe,1968,3.92,62443,1750
48132,"My Family and Other Animals (Corfu Trilogy, #1)",26957,Gerald Durrell,1956,4.25,28732,2385
16527,Daughter of Fortune,2238,Isabel Allende,1998,3.89,102742,3463
107291,Needful Things,3389,Stephen King,1991,3.89,176824,3008
163977,Tortilla Flat,585,John Steinbeck,1935,3.83,38158,2019
64417,The Threepenny Opera,26853,Bertolt Brecht,1928,3.97,9272,168
179033,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",12980,Stephen R. Donaldson,1977,3.79,13201,304
42696,Trinity,19708,Leon Uris,1976,4.24,18249,926
38503,Tales of Ordinary Madness,13275,Charles Bukowski,1978,3.98,18424,625
11125,Digital Fortress,630,Dan Brown,1998,3.63,495906,8289
29044,The Secret History,8719,Donna Tartt,1992,4.09,225126,15951
5174,Fall on Your Knees,3515,Ann-Marie MacDonald,1996,3.95,57278,2799
5168,Where the Heart Is,3510,Billie Letts,1995,4.01,219553,3422
56674,"Empire of the Sun (Empire of the Sun, #1)",7010931,J.G. Ballard,1984,3.98,14417,726
37095,The Shell Seekers,20849,Rosamunde Pilcher,1987,4.14,85444,2370
95819,"The Poetry of Robert Frost (Collected Poems, Complete &amp; Unabridged)",7715,Robert Frost,1969,4.23,37040,383
16729,Beach Music,6942,Pat Conroy,1995,4.14,39431,2611
240485,Storm of Steel,281443,Ernst Jünger,1920,4.09,6949,564
5114,"Raise High the Roof Beam, Carpenters &amp; Seymour: An Introduction",819789,J.D. Salinger,1955,4.11,43109,1512
91440,Love Medicine,9388,Louise Erdrich,1984,3.99,18770,1293
106264,"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",29182,Patricia MacLachlan,1985,3.74,63410,2332
159835,Thoughts from Walden Pond,10264,Henry David Thoreau,1998,3.76,1914,55
232576,Harriet the Spy (Harriet the Spy #1),2560,Louise Fitzhugh,1964,3.95,89981,2168
87985,A Soldier of the Great War,8146,Mark Helprin,1991,4.35,5983,669
7882,"On the Banks of Plum Creek  (Little House, #4)",5300,Laura Ingalls Wilder,1937,4.19,84074,1452
32769,At the Mountains of Madness and Other Tales of Terror,9494,H.P. Lovecraft,1931,4.25,20846,500
9784,"Women in Love (Brangwen Family, #2)",17623,D.H. Lawrence,1920,3.66,26393,946
51933,Madness and Civilization: A History of Insanity in the Age of Reason,1260,Michel Foucault,1961,4.1,9280,364
517188,The Prime of Miss Jean Brodie,13093,Muriel Spark,1961,3.75,36084,2166
48467,Wise Blood,22694,Flannery O&#39;Connor,1952,3.87,22696,1897
169718,Babbitt,7330,Sinclair Lewis,1922,3.65,19417,1097
6551,Herzog,4391,Saul Bellow,1964,3.78,17066,978
29946,Illusions: The Adventures of a Reluctant Messiah,16904,Richard Bach,1977,4.14,50804,2051
342049,Growth of the Soil,18317,Knut Hamsun,1917,4.24,6166,506
7742,"Ahab's Wife, or The Star-Gazer",5234,Sena Jeter Naslund,1999,4.03,40623,2536
113091,A Death in the Family,29611,James Agee,1957,3.92,12623,958
88077,The Magic Mountain,19405,Thomas Mann,1924,4.14,28792,1714
9370,Skinny Legs and All,197,Tom Robbins,1990,4.04,38180,1322
89717,The Haunting of Hill House,13388,Shirley Jackson,1959,3.89,84222,7433
77566,"Hyperion (Hyperion Cantos, #1)",2687,Dan Simmons,1989,4.22,148410,6661
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",6238,Marjane Satrapi,2000,4.24,133921,7626
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,843200,Oliver Sacks,1985,4.05,132774,5142
4796,The Winter of Our Discontent,585,John Steinbeck,1961,3.99,33744,1732
541803,The Complete Father Brown,7014283,G.K. Chesterton,1910,4.07,6607,355
30118,A Light in the Attic,435477,Shel Silverstein,1981,4.34,336091,2650
25905,Beneath the Wheel,1113469,Hermann Hesse,1906,3.83,11535,476
43758,"The Queen of the Damned (The Vampire Chronicles, #3)",7577,Anne Rice,1988,3.88,124348,2044
32682,"Patriot Games (Jack Ryan Universe, #2)",3892,Tom Clancy,1987,4.13,165422,1094
40189,A Year in Provence,19316,Peter Mayle,1989,3.95,53759,2607
294459,Miss Lonelyhearts / The Day of the Locust,65685,Nathanael West,1939,3.91,8792,506
11376,Main Street,7330,Sinclair Lewis,1920,3.76,22041,927
5787,The Aleph and Other Stories,500,Jorge Luis Borges,1945,4.38,25807,947
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",36746,Lemony Snicket,1999,3.92,330914,14619
18999,Smiley's People,1411964,John le Carré,1979,4.26,27929,764
68811,Momo,15619,Michael Ende,1973,4.3,40200,2106
77156,"Plainsong (Plainsong, #1)",16266,Kent Haruf,1999,4.01,53644,4279
12467,The Naked and the Dead,7927,Norman Mailer,1948,3.94,21390,712
59960,Batman: The Dark Knight Returns,15085,Frank Miller,1986,4.25,149819,3107
47401,"Chocolat (Chocolat, #1)",9432,Joanne Harris,1999,3.95,99873,3795
394469,Suttree,4178,Cormac McCarthy,1979,4.18,15443,1209
3758,"Casino Royale (James Bond, #1)",2565,Ian Fleming,1953,3.74,52920,3524
9820,Crossing to Safety,157779,Wallace Stegner,1987,4.16,32026,4334
6217,"Kristin Lavransdatter (Kristin Lavransdatter, #1-3)",4203,Sigrid Undset,1920,4.28,7269,955
133430,Centennial,7995,James A. Michener,1974,4.23,35700,750
77287,Independent People,8875,Halldór Kiljan Laxness,1934,4.18,7468,1080
7278752,Dolores Claiborne,3389,Stephen King,1992,3.84,109195,2204
40779082,The Guns of August,137261,Barbara W. Tuchman,1962,4.17,45219,1952
4985,Welcome to the Monkey House,2778055,Kurt Vonnegut,1968,4.14,47251,1658
74403,The Deptford Trilogy: Fifth Business/The Manticore/World of Wonders,23129,Robertson Davies,1975,4.32,7193,350
403098,A Man for All Seasons,130766,Robert Bolt,1960,3.91,10197,419
10739,The Moviegoer,337,Walker Percy,1961,3.69,22065,1744
146746,"The Jewel in the Crown (The Raj Quartet, #1)",3119,Paul Scott,1966,4.15,4598,331
5204,We Were the Mulvaneys,3524,Joyce Carol Oates,1996,3.71,85477,2751
567678,The Wasp Factory,7628,Iain Banks,1984,3.84,58710,3561
91661,"The Beekeeper's Apprentice (Mary Russell, #1)",6760,Laurie R. King,1994,4.07,60322,5387
10603,Cujo,3389,Stephen King,1981,3.68,189931,3504
10629,Christine,3389,Stephen King,1983,3.74,170826,2582
12557,The Kitchen God's Wife,5246,Amy Tan,1991,3.99,66598,1948
42692,Mila 18,19708,Leon Uris,1961,4.28,21661,506
11346,Sula,3534,Toni Morrison,1973,3.89,47635,2658
34440,Doctor Faustus,19405,Thomas Mann,1947,4.08,8498,428
78039,"Ramona the Pest (Ramona, #2)",403,Beverly Cleary,1968,4.05,57048,1231
7770,"One Fish, Two Fish, Red Fish, Blue Fish",61105,Dr. Seuss,1960,4.12,139373,2365
63033,The Savage Detectives,72039,Roberto Bolaño,1998,4.1,26788,2855
91203,Three Comrades,4116,Erich Maria Remarque,1936,4.48,19824,518
3378,Generation X: Tales for an Accelerated Culture,1886,Douglas Coupland,1991,3.73,24390,1008
7869,"The Bourne Identity (Jason Bourne, #1)",5293,Robert Ludlum,1980,4.0,359589,4260
184419,The Man Who Was Thursday: A Nightmare,7014283,G.K. Chesterton,1908,3.85,25839,2582
43916,"Magician (The Riftwar Saga, #1-2)",8588,Raymond E. Feist,1982,4.33,52910,1299
41977,Circle of Friends,3532,Maeve Binchy,1990,4.01,54028,1649
46456,The Women's Room,14160,Marilyn French,1977,3.94,6946,510
35545737,A Walk to Remember,2345,Nicholas Sparks,1999,4.16,585192,11943
3980,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,2713,E.L. Konigsburg,1967,4.15,158175,6065
74176,The Protestant Ethic and the Spirit of Capitalism,42041,Max Weber,1904,3.89,8968,359
210404,A Sand County Almanac and Sketches Here and There,43828,Aldo Leopold,1949,4.25,20940,1036
21611,"The Forever War (The Forever War, #1)",12476,Joe Haldeman,1974,4.15,116398,4983
79834,Lust for Life,12833,Irving Stone,1934,4.22,17636,980
35167685,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",1429989,Richard Feynman,1985,4.28,120405,4375
327847,The Joy of Cooking,42697,Irma S. Rombauer,1931,4.13,124103,1066
214614,Desert Solitaire,37218,Edward Abbey,1968,4.22,33311,2113
44186,The Monster at the End of this Book,24824,Jon Stone,1971,4.44,113326,2721
22911,Amerika,5223,Franz Kafka,1927,3.75,19433,758
40909452,"Drums of Autumn (Outlander, #4)",3617,Diana Gabaldon,1996,4.34,168572,6789
37677,The Call of the Wild/White Fang,1240,Jack London,1906,4.09,67898,547
395182,Lucky Jim,13078,Kingsley Amis,1954,3.79,22177,1591
8837,"Wind, Sand and Stars",1020792,Antoine de Saint-Exupéry,1939,4.18,10425,889
26596,"Complete Poems, 1904-1962",10547,E.E. Cummings,1991,4.35,19431,205
296662,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,8458,James W. Loewen,1995,3.96,45047,2434
472025,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,17854,Bertrand Russell,1927,4.02,16506,571
32669,"Clear and Present Danger (Jack Ryan Universe, #6)",3892,Tom Clancy,1989,4.09,116428,683
69091,The Clown,39326,Heinrich Böll,1963,4.04,16775,1020
7073,A Son of the Circus,3075,John Irving,1994,3.62,17493,617
133380,Collected Poems,33998,Edna St. Vincent Millay,1956,4.23,7825,122
424,Slouching Towards Bethlehem,238,Joan Didion,1968,4.22,26840,2073
218659,Everything That Rises Must Converge: Stories,22694,Flannery O&#39;Connor,1965,4.27,16290,1001
50275,Last Exit to Brooklyn,26335,Hubert Selby Jr.,1964,3.94,19492,1047
140963,"O Pioneers! (Great Plains Trilogy, #1)",881203,Willa Cather,1913,3.85,40308,2640
1547992,Selected Poems,4026,Pablo Neruda,1961,4.39,3130,127
77244,Lake Wobegon Days,2014,Garrison Keillor,1985,3.63,6533,498
9822,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",6412,Robert C. O&#39;Brien,1971,4.14,153410,3074
89724,We Have Always Lived in the Castle,13388,Shirley Jackson,1962,4.03,72612,8990
11686,The Stories of John Cheever,7464,John Cheever,1978,4.27,13273,640
30594,"Speak, Memory",5152,Vladimir Nabokov,1951,4.19,10309,715
9515964,"The Inimitable Jeeves (Jeeves, #2)",7963,P.G. Wodehouse,1923,4.26,15970,957
355190,Orientalism,16770310,Edward W. Said,1978,4.08,13532,772
