id,naslov,avtor_id,avtor,leto,ocena,st_ocen,st_kritik 
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",383606,Robert Galbraith,2013,3.85,399051,29949
18293427,The Storied Life of A.J. Fikry,40593,Gabrielle Zevin,2014,3.98,173158,24034
706,America (The Book): A Citizen's Guide to Democracy Inaction,466,Jon Stewart,2004,4.02,84068,1425
9378297,"Anna Dressed in Blood (Anna, #1)",4086715,Kendare Blake,2011,3.95,85739,9316
1314332,Before I Die,628636,Jenny Downham,2007,3.83,48825,4080
15505346,"On the Island (On the Island, #1)",5193034,Tracey Garvis Graves,2011,4.13,68221,8316
1278752,The House at Riverton,615274,Kate Morton,2006,3.94,87836,7558
14996,"Brother Odd (Odd Thomas, #3)",9355,Dean Koontz,2006,3.98,55874,2343
7913305,"The Immortals of Meluha (Shiva Trilogy, #1)",4343092,Amish Tripathi,2010,4.04,81749,4479
421129,"Undead and Unwed (Undead, #1)",1429808,MaryJanice Davidson,2004,3.82,49743,2600
4978,"Wolves of the Calla (The Dark Tower, #5)",3389,Stephen King,2003,4.18,132049,3581
68429,"The Well of Ascension (Mistborn, #2)",38550,Brandon Sanderson,2007,4.36,208014,10412
51737,The Truth About Forever,2987,Sarah Dessen,2004,4.13,195637,7851
9355,Until I Find You,3075,John Irving,2005,3.62,23179,1498
760,Memories of My Melancholy Whores,13450,Gabriel García Márquez,2004,3.59,57100,3473
20758103,"The Ask and the Answer (Chaos Walking, #2)",370361,Patrick Ness,2009,4.21,60062,5654
1279686,"Genghis: Birth of an Empire (Conqueror, #1)",119121,Conn Iggulden,2007,4.35,22905,1291
13414446,"Prodigy (Legend, #2)",4342215,Marie Lu,2013,4.28,178156,13922
16176440,We Are All Completely Beside Ourselves,1448,Karen Joy Fowler,2013,3.72,87759,10485
22288,Haunted,2546,Chuck Palahniuk,2005,3.59,77753,3982
3271478,"Arana's Visitor (The Vadelah Chronicles, #1)",1387050,Julie Rollins,2005,4.19,74,18
12341557,"The Wind Through the Keyhole (The Dark Tower, #4.5)",3389,Stephen King,2012,4.15,55193,4666
22441997,Melody Jackson and the House on Lafayette Street,8297430,B.M.B. Johnson,2014,4.54,59,30
25471719,DeadAlive,13910299,Sandip Khade,2015,3.43,76,29
22341,The Wolves in the Walls,1221698,Neil Gaiman,2003,4.07,14182,973
60400,"The Ruins of Gorlan (Ranger's Apprentice, #1)",34049,John Flanagan,2004,4.21,102940,6713
28195,"Inkspell (Inkworld, #2)",15873,Cornelia Funke,2005,3.91,96279,3808
29430012,A Gentleman in Moscow,4536964,Amor Towles,2016,4.36,128697,17715
2906039,Just After Sunset,3389,Stephen King,2008,3.86,42160,2350
24985876,The Code: The Assiduous Quest of Tobias Hopkins - Part Two,13528752,James Faro,2015,4.92,12,3
68427,"Elantris (Elantris, #1)",38550,Brandon Sanderson,2005,4.17,130438,7671
657034,"Heartsick (Archie Sheridan &amp; Gretchen Lowell, #1)",48557,Chelsea Cain,2007,3.93,32321,2746
24985673,Homecoming: The Assiduous Quest of Tobias Hopkins - Part One,13528752,James Faro,2015,4.61,18,7
25146386,The Assiduous Quest of Tobias Hopkins: The Complete Novel,13528752,James Faro,2015,4.25,93,71
26499472,Black Hole (Colonization #2),5375385,Scott McElhaney,2015,4.17,18,1
26310510,Kepler Moon Alpha (Colonization #1),5375385,Scott McElhaney,2015,4.16,25,4
66717,"I, Lucifer",37613,Glen Duncan,2002,3.63,8165,852
17675462,"The Raven Boys (The Raven Cycle, #1)",1330292,Maggie Stiefvater,2012,4.06,199974,24403
25419982,Trueman Bradley - The Next Great Detective,5100743,Alexei Maxim Russell,2015,4.78,18,3
26809568,Valhalla (Colonization #4),5375385,Scott McElhaney,2015,4.53,15,0
26632799,The Gateway (Colonization #3),5375385,Scott McElhaney,2015,4.35,17,0
28876,"His Majesty's Dragon (Temeraire, #1)",8730,Naomi Novik,2006,4.06,62860,5171
8104749,"When Dreams Die (The Vadelah Chronicles, #4)",1387050,Julie Rollins,2009,4.25,48,4
17934530,"Annihilation (Southern Reach, #1)",33919,Jeff VanderMeer,2014,3.66,110516,13739
153025,Heart-Shaped Box,88506,Joe Hill,2007,3.83,85715,7350
24817626,"Go Set a Watchman (To Kill a Mockingbird, #2)",1825,Harper Lee,2015,3.31,192026,26760
7938275,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",153394,Suzanne Collins,2010,4.48,171426,6643
347698,The Secret River,132420,Kate Grenville,2005,3.79,15053,1483
40940631,"Night Fall (John Corey, #3)",1238,Nelson DeMille,2004,4.09,22930,1268
10637766,"Silence (Hush, Hush, #3)",2876763,Becca Fitzpatrick,2011,4.14,223577,7645
9293020,The Elephant Tree,4346642,R.D. Ronald,2010,3.52,15676,169
12398,Europe Central,940746,William T. Vollmann,2005,3.91,2150,267
28703,Cosmopolis,233,Don DeLillo,2003,3.23,13500,1239
7937462,"The Short Second Life of Bree Tanner (Twilight, #3.5)",941441,Stephenie Meyer,2009,3.5,167727,10213
6325285,"Ruby Red (Precious Stone Trilogy, #1)",298438,Kerstin Gier,2009,4.12,92634,9009
18144124,"I Am Pilgrim (Pilgrim, #1)",904939,Terry Hayes,2013,4.24,90273,8413
15819028,"The Golem and the Jinni (The Golem and the Jinni, #1)",6466778,Helene Wecker,2013,4.11,81793,11135
42900,"Lover Awakened (Black Dagger Brotherhood, #3)",20248,J.R. Ward,2006,4.45,149779,6317
40604846,Nothing to Envy: Ordinary Lives in North Korea,785914,Barbara Demick,2009,4.43,53317,6425
9572203,"The Snowman (Harry Hole, #7)",904719,Jo Nesbø,2007,4.01,85661,7270
4070095,Asterios Polyp,28995,David Mazzucchelli,2009,4.18,22045,1403
1139452,"Darkmans (Thames Gateway, #3)",7374,Nicola Barker,2007,3.62,1905,272
91289,The Hummingbird's Daughter,52458,Luis Alberto Urrea,2005,4.16,9356,1378
2325825,"Inkdeath (Inkworld, #3)",15873,Cornelia Funke,2007,3.94,63647,2900
13602426,The Round House,9388,Louise Erdrich,2012,3.92,84323,8732
769483,"Magyk (Septimus Heap, #1)",157663,Angie Sage,2005,3.81,98233,4726
17262100,The Lowland,3670,Jhumpa Lahiri,2013,3.83,75004,7693
2722413,"Evernight (Evernight, #1)",1192311,Claudia Gray,2008,3.64,70195,3213
15830771,The Mystic Saga Omnibus (The Mystic Saga #1-5),5375385,Scott McElhaney,2012,3.82,262,24
16143347,We Were Liars,173491,E. Lockhart,2014,3.84,363402,42001
7402393,"Nightshade (Nightshade, #1; Nightshade World, #4)",3041100,Andrea Cremer,2010,4.03,75262,5046
62530,"Thud! (Discworld, #34; City Watch #7)",1654,Terry Pratchett,2006,4.3,54567,1456
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",133538,Christopher McDougall,2009,4.28,137605,12495
6443834,"1Q84 (1Q84, #1)",3354,Haruki Murakami,2009,3.98,41036,1554
32075671,The Hate U Give,15049422,Angie Thomas,2017,4.56,205999,32982
7824322,Between Shades of Gray,3407448,Ruta Sepetys,2011,4.37,122781,17564
17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",3433047,Sarah J. Maas,2016,4.69,199168,29384
15711341,"Written in Red (The Others, #1)",26897,Anne Bishop,2013,4.28,41176,4974
111332,"Into the Wild (Warriors, #1)",27498,Erin Hunter,2003,4.29,63611,4985
2767793,"The Hero of Ages (Mistborn, #3)",38550,Brandon Sanderson,2008,4.47,195528,11037
40792913,"Altered Carbon (Takeshi Kovacs, #1)",16496,Richard K. Morgan,2002,4.07,66546,4510
6200,Youth,4128,J.M. Coetzee,2002,3.79,5656,349
12180581,"Switched (Trylle, #1)",3486415,Amanda Hocking,2010,3.88,84665,6635
1162022,On the Jellicoe Road,47104,Melina Marchetta,2006,4.13,44476,6570
6581511,"Shadowland (The Immortals, #3)",200317,Alyson Noel,2009,3.66,74087,2563
7488244,"Unearthly (Unearthly, #1)",3290920,Cynthia Hand,2011,4.04,113858,7657
26135825,Fun Home: A Family Tragicomic,21982,Alison Bechdel,2006,4.09,103083,7681
17905709,The Narrow Road to the Deep North,8864,Richard Flanagan,2013,4.01,40716,5458
16174821,The Gordonston Ladies Dog Walking Club,6589431,Duncan Whitehead,2012,3.39,2676,355
17871711,The Mystery of Revenge (Back Bay Investigation #0),6978127,G.X. Chen,2013,4.22,72,19
19065420,Laços fortes e decisões difíceis,7458878,Graça Jacinto,2012,4.73,15,0
31436554,If I Wake,15606198,Nikki Moyes,2016,3.98,396,87
32853031,Dark Guardian,8442873,Ammar Habib,2014,4.31,185,26
43926,The Innocent,24689,Harlan Coben,2005,3.96,23350,1367
344262,"Bloodfever (Fever, #2)",48206,Karen Marie Moning,2007,4.29,85264,4745
93436,The End of Mr. Y,53597,Scarlett Thomas,2006,3.79,13859,1539
40612032,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #15)",12470,Michael Connelly,2005,4.15,172378,5168
24856817,Off the Grid: The Catalyst,13476382,Brian  Courtney,2015,4.19,384,29
18858489,Spilled Milk,7193037,K.L. Randis,2013,4.17,19714,1028
35036409,"My Brilliant Friend (The Neapolitan Novels, #1)",44085,Elena Ferrante,2011,3.91,124027,13160
3973,"Ilium (Ilium, #1)",2687,Dan Simmons,2003,4.02,22917,973
24283871,"You Really Are Full of Shit, Aren't You?",6200344,Karl Wiggins,2015,4.21,141,15
11003,"Eleven on Top (Stephanie Plum, #11)",2384,Janet Evanovich,2005,4.16,93912,1896
49746,Whale Talk,28010,Chris Crutcher,2001,3.96,10109,1058
25560329,Forgotten Lore: Volume I,5100743,Alexei Maxim Russell,2014,4.2,35,2
17860671,"Bloodlines (Bloodlines, #1)",3433502,Lindsay Anne Kendal,2010,3.7,927,86
29337118,"Trinity (Dark Legacy Cycle, #1)",5043259,Domenico Italo Composto-Hart,2011,4.23,139,39
2316940,"The Circle Trilogy (The Circle, #1-3)",1441,Ted Dekker,2004,4.48,3702,194
34501,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",1654,Terry Pratchett,2004,4.3,54244,1632
15052,Lighthousekeeping,9399,Jeanette Winterson,2004,3.84,6947,623
135611,Shakespeare: The World as Stage,7,Bill Bryson,2007,3.79,31583,2517
25560247,Forgotten Lore: Volume II,5100743,Alexei Maxim Russell,2015,4.5,22,2
10314376,The Prague Cemetery,1730,Umberto Eco,2010,3.41,19607,2089
1096390,The Uncommon Reader,11781,Alan Bennett,2007,3.81,26842,4834
14758,In Her Shoes,9212,Jennifer Weiner,2002,3.78,185207,2639
9593913,"Requiem (Delirium, #3)",2936493,Lauren Oliver,2013,3.74,116979,12655
22820335,Amatore's Restaurant,8416438,James Sillwood,2014,4.28,85,40
177187,102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,8550628,Jim  Dwyer,2005,4.24,6926,834
29908754,The Zombie Room,4346642,R.D. Ronald,2012,3.6,17546,139
18635016,"The One (The Selection, #3)",2987125,Kiera Cass,2014,4.21,283248,24004
18461055,Grit: The Banter and Brutality of the Late-Night Cab,6200344,Karl Wiggins,2004,4.35,201,8
99383,"Blood Rites (The Dresden Files, #6)",10746,Jim Butcher,2004,4.33,94794,2561
91476,"Grave Peril (The Dresden Files, #3)",10746,Jim Butcher,2001,4.18,117494,4427
18596802,Dominion,5375385,Scott McElhaney,2013,3.68,129,8
6644117,"The Iron King (The Iron Fey, #1)",2995873,Julie Kagawa,2010,3.91,172872,11107
11187861,The Years Distilled: Verses,4808225,Dennis Sharpe,2010,4.87,31,7
10883,Benjamin Franklin: An American Life,7111,Walter Isaacson,2003,3.98,91046,1644
17282393,Ghosts of Ophidian,5375385,Scott McElhaney,2013,3.67,221,15
5357,Skipping Christmas,721,John Grisham,2001,3.48,49781,3931
28251002,The Nix,15376492,Nathan  Hill,2016,4.09,44976,6278
927979,"Small Favor (The Dresden Files, #10)",10746,Jim Butcher,2008,4.44,83611,2150
91475,"White Night (The Dresden Files, #9)",10746,Jim Butcher,2007,4.41,89570,2078
1474628,The Monsters of Templeton,690619,Lauren Groff,2008,3.6,17278,2597
7334201,Super Sad True Love Story,12437,Gary Shteyngart,2010,3.45,35711,4581
156534,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man, #1)",24514,Brian K. Vaughan,2002,4.09,93241,2671
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,419,Naomi Klein,2006,4.23,31380,2336
6609765,Out of My Mind,51942,Sharon M. Draper,2010,4.37,83578,11731
10429045,"Shatter Me (Shatter Me, #1)",4637539,Tahereh Mafi,2011,3.99,232523,24223
7842288,"Beautiful Darkness (Caster Chronicles, #2)",2895706,Kami Garcia,2010,3.84,113263,6858
15852526,Beyond the Event Horizon,5375385,Scott McElhaney,2012,3.92,198,24
97875,"44 Scotland Street (44 Scotland Street, #1)",4738,Alexander McCall Smith,2005,3.62,18677,2109
11454587,"Spell Bound (Hex Hall, #3)",2261547,Rachel Hawkins,2012,4.08,53585,3945
13079,Skinny Dip,8178,Carl Hiaasen,2004,3.8,35147,2815
10073,A Long Way Down,2929,Nick Hornby,2005,3.42,71811,4771
270730,"Crank (Crank, #1)",2821144,Ellen Hopkins,2004,4.16,114910,7712
38619,"Magic Bites (Kate Daniels, #1)",21748,Ilona Andrews,2007,4.07,86379,5903
18006496,"Queen of Shadows (Throne of Glass, #4)",3433047,Sarah J. Maas,2015,4.59,157774,17310
12751687,"Finale (Hush, Hush, #4)",2876763,Becca Fitzpatrick,2012,4.21,123223,7860
18869947,"Blackamoores: Africans in Tudor England, Their Presence, Status and Origins",7410148,Onyeka,2013,4.4,70,26
178460,Slave: My True Story,103952,Mende Nazer,2002,4.3,6691,527
26843420,Colonization (Colonization #1-5),5375385,Scott McElhaney,2015,3.91,35,2
7600924,Forbidden,599916,Tabitha Suzuma,2010,4.05,47572,8551
96334,The Pickup,55397,Nadine Gordimer,2001,3.57,2882,363
6335026,The Weight of Silence,2875124,Heather Gudenkauf,2008,3.93,37196,3724
14318,"Chronicles, Volume One",8898,Bob Dylan,2004,3.98,42610,1532
11468377,"Thinking, Fast and Slow",72401,Daniel Kahneman,2011,4.12,196918,7512
6050298,"Dreamfever (Fever, #4)",48206,Karen Marie Moning,2009,4.42,82626,4542
6462,His Excellency: George Washington,1483,Joseph J. Ellis,2004,3.91,31455,1203
12216302,"Cold Days (The Dresden Files, #14)",10746,Jim Butcher,2012,4.51,73304,4358
27126,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",14577,Jen Lancaster,2006,3.9,44706,4196
19486412,Big Little Lies,322069,Liane Moriarty,2014,4.24,535515,37523
95643,The Places in Between,16203,Rory Stewart,2004,3.88,12637,1323
3289281,"When Will There Be Good News? (Jackson Brodie, #3)",10015,Kate Atkinson,2008,3.97,31311,2863
5093,"Song of Susannah (The Dark Tower, #6)",3389,Stephen King,2004,3.98,110363,3116
8710484,La carte et le territoire,32878,Michel Houellebecq,2010,3.94,12233,841
7146335,Skippy Dies,4408937,Paul Murray,2010,3.72,18434,2322
28249,"The Magicians' Guild (Black Magician Trilogy, #1)",15890,Trudi Canavan,2001,3.96,61118,2231
18186565,The Unwords,5763697,Non Nomen,2012,3.64,259,41
15992396,"Take a Deep Breath - 21 Top Tips for Relaxed, Rewarding and Healthy Life for Stressed Wage Earners",6520851,Michal Siwiec,2012,4.0,12,0
17567854,Intermix Nation,6983518,M.P. Attardo,2013,4.16,190,41
18343754,A Capitalist in North Korea: My Seven Years in the Hermit Kingdom,6894841,Felix Abt,2012,3.69,152,42
20578084,"We Got Zombies On The Lawn Again, Ma (Ax Handel's Special Zombie Notebooks Book 1)",7801640,Donnie  Smith,2013,3.37,83,23
26177993,The Millennial Reincarnations,7834076,Daniel M. Harrison,2015,3.86,37,18
40175491,Lights on the Sea,15715539,Miquel Reina,2016,4.24,527,211
13281368,"The Twelve (The Passage, #2)",45315,Justin Cronin,2012,3.99,75697,7102
18705209,"The Blood of Olympus (The Heroes of Olympus, #5)",15872,Rick Riordan,2014,4.42,152801,13527
224379,Gulag: A History,64761,Anne Applebaum,2003,4.2,7199,525
12959233,Winter of the World (The Century Trilogy #2),3447,Ken Follett,2012,4.31,103430,7318
20567969,"Yours Truly, Taddy (The Undergrad Years, #2; Invitation to Eden, #1)",6940334,Avery Aster,2014,3.66,693,219
4954833,Brooklyn,1351903,Colm Tóibín,2009,3.65,78543,9594
8705784,"Born at Midnight (Shadow Falls, #1)",4154802,C.C. Hunter,2011,4.13,75448,4121
83763,Prey,5194,Michael Crichton,2002,3.74,147194,2958
20567976,"Love, Lex (The Undergrad Years, #1)",6940334,Avery Aster,2014,3.13,1530,343
13438524,Flight Behavior,3541,Barbara Kingsolver,2012,3.77,71834,9262
222458,Rules,130166,Cynthia Lord,2006,3.96,48996,4485
20527595,"Carnelian (Chalcedony Chronicles, #1)",6889132,B. Kristin McMichael,2014,3.85,798,187
24689551,The IX  (The IX #1),5816574,Andrew P. Weston,2015,3.44,406,72
4303567,Angelica and Francesca,1808111,Kenneth Jarrett Singleton,2005,4.59,290,3
33722,The Undomestic Goddess,6160,Sophie Kinsella,2005,3.82,231729,7397
307791,"The City of Ember (Book of Ember, #1)",2347,Jeanne DuPrau,2003,3.86,220330,10098
47667,Seeing,1285555,José Saramago,2004,3.78,14424,1265
10032672,The Language of Flowers,4537214,Vanessa Diffenbaugh,2011,4.07,175358,18496
40605329,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",47672,Trenton Lee Stewart,2007,4.15,105734,9220
30555488,The Underground Railroad,10029,Colson Whitehead,2016,4.03,168843,17735
956719,Engleby,4229,Sebastian Faulks,2007,3.72,6967,599
13325079,Billy Lynn's Long Halftime Walk,7079,Ben Fountain,2012,3.81,26386,3347
29496076,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,1431785,David Grann,2017,4.11,60553,8300
1155314,God Is Dead,753573,Ron Currie Jr.,2007,3.74,2819,341
10909,The Tenth Circle,7128,Jodi Picoult,2006,3.49,108804,5372
493456,"Extras (Uglies, #4)",13957,Scott Westerfeld,2006,3.59,96048,5202
16081272,"The Edge of Never (The Edge of Never, #1)",5437976,J.A. Redmerski,2012,4.25,135775,11096
245579,My Dream of You,6162,Nuala O&#39;Faolain,2001,3.55,2145,288
3463,A Bend in the Road,2345,Nicholas Sparks,2001,4.03,129676,3623
42661,The Fall of Berlin 1945,3407,Antony Beevor,2002,4.28,10721,398
7507825,At Home: A Short History of Private Life,7,Bill Bryson,2010,3.96,68308,5643
13615258,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",4039811,Veronica Roth,2012,4.17,90335,4807
39020,1491: New Revelations of the Americas Before Columbus,22004,Charles C. Mann,2005,4.01,51080,3148
8087906,"River Marked (Mercy Thompson, #6)",40563,Patricia Briggs,2011,4.27,68216,3384
7864437,"The Death Cure (The Maze Runner, #3)",348878,James Dashner,2011,3.77,290481,21625
35847912,Colombiano,24214,Rusty Young,2017,4.37,492,61
45108,"Fool's Fate (Tawny Man, #3)",25307,Robin Hobb,2003,4.4,54669,1444
11925514,"Code Name Verity (Code Name Verity, #1)",52320,Elizabeth E. Wein,2012,4.06,78477,13096
41250,GraceLand,2928223,Chris Abani,2004,3.79,2088,209
7576115,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",1654,Terry Pratchett,2010,4.36,39424,2006
284440,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",165168,Derek Landy,2007,4.21,44398,3619
7661,Next,5194,Michael Crichton,2006,3.49,60030,2882
77866,Any Human Heart,8170,William  Boyd,2002,4.27,12178,1189
7723542,"A Dog's Purpose (A Dog's Purpose, #1)",327737,W. Bruce Cameron,2010,4.35,93098,11787
12287209,"Wool (Wool, #1)",3064305,Hugh Howey,2011,4.12,67621,3984
1833852,A Fraction of the Whole,837804,Steve Toltz,2008,4.1,12540,1882
2702704,"Faefever (Fever, #3)",48206,Karen Marie Moning,2008,4.33,83148,4320
11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",4992939,Katherine Boo,2012,3.97,86623,9982
12875258,Tell the Wolves I'm Home,5274234,Carol Rifka Brunt,2012,4.04,107442,12727
40605285,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",1074866,Alan Bradley,2009,3.81,121576,14624
20758105,"Monsters of Men (Chaos Walking, #3)",370361,Patrick Ness,2010,4.25,56127,5454
85418,Just One Look,24689,Harlan Coben,2004,4.01,28346,1621
42155,"Something Blue (Darcy &amp; Rachel, #2)",13370,Emily Giffin,2005,3.93,189920,6877
5664985,Along for the Ride,2987,Sarah Dessen,2009,4.07,174571,6596
13641208,Tenth of December,8885,George Saunders,2013,3.97,50516,6330
17803,After Dark,3354,Haruki Murakami,2004,3.69,88135,6105
38657,The Stolen Child,21770,Keith Donohue,2006,3.71,10385,1375
16046,Before You Know Kindness,3509,Chris Bohjalian,2004,3.46,9994,1068
1232140,"The Serpent's Tale (Mistress of the Art of Death, #2)",49612,Ariana Franklin,2008,3.94,10969,1045
55018,"The Tin Roof Blowdown (Dave Robicheaux, #16)",7031,James Lee Burke,2007,4.17,12459,804
13569581,"Blood Song (Raven's Shadow, #1)",5804101,Anthony Ryan,2011,4.46,59226,3438
4251902,American Rust,794012,Philipp Meyer,2009,3.7,8059,1166
6834410,The Imperfectionists,3066198,Tom Rachman,2010,3.54,43824,5684
3710,The Autograph Man,2522,Zadie Smith,2002,3.15,10262,685
13526165,"Where'd You Go, Bernadette",1588088,Maria Semple,2012,3.9,313951,32280
1225621,"The Outlaw Demon Wails (The Hollows, #6)",17054,Kim Harrison,2008,4.38,50038,1192
5292853,"Hunting Ground (Alpha &amp; Omega, #2)",40563,Patricia Briggs,2009,4.27,52816,1913
6574102,"Heist Society (Heist Society, #1)",56224,Ally Carter,2010,3.91,83194,5092
6437061,"The Hundred Thousand Kingdoms (Inheritance, #1)",2917917,N.K. Jemisin,2010,3.83,39133,4278
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",4841310,Benjamin Alire Sáenz,2012,4.35,167527,24835
7747064,"The Iron Daughter (The Iron Fey, #2)",2995873,Julie Kagawa,2010,4.12,104821,5395
7948230,"Crooked Letter, Crooked Letter",125736,Tom Franklin,2009,3.83,35596,4560
6905012,Secret Daughter,3090079,Shilpi Somaya Gowda,2010,3.98,63880,5173
11076177,The Cat's Table,4030,Michael Ondaatje,2011,3.59,22166,2938
17332218,"Words of Radiance (The Stormlight Archive, #2)",38550,Brandon Sanderson,2014,4.77,142520,9129
568645,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",56224,Ally Carter,2007,4.13,77218,3263
240404,Alice's Tulips,74078,Sandra Dallas,2000,3.8,3404,385
10757346,Ain't No Grave: The Life and Legacy of Brother Claude Ely,4577916,Macel Ely II,2010,4.0,24,7
4979,A Man Without a Country,2778055,Kurt Vonnegut,2005,4.08,34766,2286
11648261,The Sugar Queen,566874,Sarah Addison Allen,2008,3.98,45251,5203
1326258,"Chosen (House of Night, #3)",17015,P.C. Cast,2008,3.91,209879,4211
18243700,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",3433047,Sarah J. Maas,2014,4.46,87477,9719
28260587,"Empire of Storms (Throne of Glass, #5)",3433047,Sarah J. Maas,2016,4.57,115910,15157
201114,Sold,26250,Patricia McCormick,2006,4.21,43105,5391
15842439,"Warm Bodies (Warm Bodies, #1)",1302285,Isaac Marion,2010,3.93,95779,10365
34197014,"Trickster's Choice (Daughter of the Lioness, #1)",8596,Tamora Pierce,2003,4.28,52552,1281
18302455,The Circle,3371,Dave Eggers,2013,3.44,158298,21164
10872085,"Only Time Will Tell (The Clifton Chronicles, #1)",4820,Jeffrey Archer,2011,4.06,62754,4935
1611988,A Prisoner of Birth,4820,Jeffrey Archer,2008,4.11,28030,2060
13623012,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",815,Carlos Ruiz Zafón,2011,3.98,48719,4451
462033,"Maisie Dobbs (Maisie Dobbs, #1)",5023,Jacqueline Winspear,2003,3.91,63620,6123
17262203,"MaddAddam (MaddAddam, #3)",3472,Margaret Atwood,2013,3.99,49221,4722
14280,Runaway,6410,Alice Munro,2003,3.98,17935,1884
18428067,A Constellation of Vital Phenomena,5989255,Anthony Marra,2013,4.13,40339,6135
343995,The Blue Nowhere,1612,Jeffery Deaver,2001,3.96,8570,574
3238153,North of Beautiful,190922,Justina Chen,2009,3.92,34529,2159
2138727,Mudbound,972440,Hillary Jordan,2008,4.02,56428,5618
6746018,The Distant Hours,615274,Kate Morton,2010,3.87,58189,6743
12009,The Algebraist,5807106,Iain M. Banks,2004,4.0,16114,684
25402194,The Choice,2345,Nicholas Sparks,2007,3.99,140255,7218
3507,"Twelve Sharp (Stephanie Plum, #12)",2384,Janet Evanovich,2006,4.14,84083,2083
6063187,Twenties Girl,6160,Sophie Kinsella,2009,3.82,138199,6474
13537891,NW,2522,Zadie Smith,2012,3.43,27841,3120
8659601,"The Power of Six (Lorien Legacies, #2)",3380908,Pittacus Lore,2011,4.17,112967,6127
9736930,Before I Go to Sleep,4470653,S.J. Watson,2011,3.88,242636,20663
148465,Forever,44942,Pete Hamill,2002,3.93,10062,1408
10400575,"Witch Song (Witch Song, #1)",4629065,Amber Argyle,2011,3.69,4985,679
17571564,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",6984726,Allie Brosh,2013,4.18,147875,11052
26114523,The Summer that Melted Everything,14220744,Tiffany McDaniel,2016,3.93,4556,1130
8928799,A Spy at Home,4564292,Joseph Rinaldo,2010,3.7,37,24
21446984,"Twisted (Twisted, #1)",7857144,Lola Smirnova,2014,3.84,174,89
12260642,I am an Island,5077755,Jonathan Culver,2011,3.9,20,2
22404111,"Clearly's Corruption (Witch In The Woods, #2)",7558024,Taylor Ann Bunker,2014,4.43,37,16
3314550,The Gates to Love and War,1402293,Janie Pendleton,2008,4.57,28,12
18715583,Palette of Love,6549865,Ashok  Kallarakkal,2013,4.0,19,8
21865943,Regular People of the Weak: A Rebel's Experience with the Spiritual Chief of Poets,8128206,Shareef Mabrouk,2014,4.78,9,0
25278965,Pregnancy and Men,13769153,Pratik Patil,2015,3.91,43,11
13643567,"The Evolution of Mara Dyer (Mara Dyer, #2)",4126827,Michelle Hodkin,2012,4.32,76648,8259
1472878,"Firefly Lane (Firefly Lane, #1)",54493,Kristin Hannah,2008,4.06,151537,12332
22882294,The Tainted Trust (The King Trilogy #2),1125279,Stephen Douglass,2013,4.68,176,13
17801272,Trust: Pandora's Box (TRUST Trilogy #3; TRUST Universe #6-8),6583811,Cristiane Serruya,2014,4.13,167,36
599146,Madame de Stäel,325606,Maria Fairweather,2005,4.17,94,19
43691,The Master,1351903,Colm Tóibín,2004,3.83,7990,894
21913812,This Changes Everything: Capitalism vs. The Climate,419,Naomi Klein,2014,4.18,12507,1419
115076,Love Walked in,66631,Marisa de los Santos,2005,3.71,32131,4364
43930,Gone for Good,24689,Harlan Coben,2002,4.11,37184,1969
25001951,Secret Deceptions (Amatore's Restaurant #1),8416438,James Sillwood,2014,4.5,42,11
17863,Accelerando,8794,Charles Stross,2005,3.87,17093,1054
23955580,Skinhead... The Life I Chose: Memoirs of a Real Skin,10990528,Spike Pitt,2014,4.16,61,7
45369,Arthur &amp; George,1462,Julian Barnes,2005,3.7,13381,1390
13596166,Joyland,3389,Stephen King,2013,3.91,93272,10423
21015194,Shit my History Teacher DID NOT tell me!,6200344,Karl Wiggins,2014,4.17,210,9
880,Pompeii,575,Robert   Harris,2003,3.81,30139,2079
944073,"The Blade Itself (The First Law, #1)",276660,Joe Abercrombie,2006,4.15,126437,6403
